state_or_ut,state_page_url,listed_center_count,state_page_declared_count,serial_no,kvk_address,host_organization,year_of_sanction_raw,sanction_value,host_category
Odisha,https://icar.org.in/en/node/15030,33,33,19,"Krishi Vigyan Kendra, | At Jajanga, PO. Kapaleshwar, | Distt. Kendrapara-754 211","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",1994 | SAU,1994,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,20,"Krishi Vigyan Kendra, | RRTTS Campus, PO Mahisapet, | Distt. Dhenkanal-759 001","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",1994 | SAU,1994,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,21,"Krishi Vigyan Kendra, | 259, Vikash Nagar, PO. PTC, | Distt. Angul-759 123","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",1994 | SAU,1994,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,22,"Krishi Vigyan Kendra, | At.Gambhirpalli, PO. Larambha, | Distt. Bargarh-768102","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",1992 | SAU,1992,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,23,"Krishi Vigyan Kendra, | At/PO.Bhawanipatna, | Distt. Kalahandi-766 001","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",1992 | SAU,1992,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,24,"Krishi Vigyan Kendra, | Ucchapada, Via Kota Sahi, | Distt. Cuttack-754 022","Director, | Central Rice Research Institute, | Cuttack-753 006",1992 | ICAR,1992,ICAR
Odisha,https://icar.org.in/en/node/15030,33,33,25,"Krishi Vigyan Kendra, | At Benakunda, PO. Dihapadhala via Bhanjanagar | Distt. Ganjam-761 126","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",1985 | SAU,1985,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,26,"Krishi Vigyan Kendra, | At/PO. Devog, Baliapal, | Distt. Balasore-756023","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",1983 | SAU,1983,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,27,"Krishi Vigyan Kendra, | P.Box No-10, Sunabeda, | Distt. Koraput-763002","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",1982 | SAU,1982,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,28,"Krishi Vigyan Kendra, | Reg. Res.Station, Judia Farm, | PO. Keonjhar-758 002","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",1982 | SAU,1982,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,29,"Krishi Vigyan Kendra, | PO. Udyagiri, | Distt. Kandhamal (Phulbani)-762100","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",1982 | SAU,1982,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,30,"Krishi Vigyan Kendra, | CIFA at PO. Kausalayaganga, | via Khurda, Bhubaneswar, | Distt. Khurda-751 002","Director, | Central Institute of Freshwater Aquaculture, Kausalyaganga, Dhauli, Bhubneswar-751002",1976 | ICAR,1976,ICAR
Odisha,https://icar.org.in/en/node/15030,33,33,31,"Krishi Vigyan Kendra | Vill.- Ankushpur (ratanpur Farm), | Tehsil- Berhrampur, | Distt.- Ganjam","The Vice Chancellor, | Orissa University of Agriculture & Technology, | Bhubaneshwar- 751 003",31/03/2012 | SAU | @,31-03-2012,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,32,"Krishi Vigyan Kendra | Vill.- Angarapada, Tehsil- Jashipur, | Distt.- Mayurbhanj","The Vice Chancellor, | Orissa University of Agriculture & Technology, | Bhubaneshwar- 751 003",31/03/2012 | SAU | @,31-03-2012,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,33,"Krishi Vigyan Kendra | Vill.- Rourkela Town Unit No.-2 (Bankia), P.S. -Raghunathpalli, Tehsil- Rourkela, Distt.- Sundergarh","The Vice Chancellor, | Orissa University of Agriculture & Technology, | Bhubaneshwar- 751 003",31/03/2012 | SAU | @,31-03-2012,SAU
West Bengal,https://icar.org.in/en/node/15031,23,23,1,"Krishi Vigyan Kendra, | Village Milebasa, | PO.Kalukhali, P.S. Bhagwangola, | Distt. Murshidabad-742135","Director, of Research, Extension & Farms | West Bengal University of Animal & Fishery Sciences,68, Khudiram Bose Sarani | Kolkata-700 037",2006 | SAU,2006,SAU
West Bengal,https://icar.org.in/en/node/15031,23,23,2,"Krishi Vigyan Kendra, | Block Seed Farm | Chopra, | Distt. Uttar Dinajpur-733216","Vice-Chancellor, | Uttar Banga Krishi Vishwa Vidyalaya, Pundibari-736165",2005 | SAU,2005,SAU
West Bengal,https://icar.org.in/en/node/15031,23,23,3,"Krishi Vigyan Kendra, | PO.Jagatballavpur, | Distt. Howrah-711408","Vice-Chancellor, | Bidhan Chandra Krishi Vishwa Vidyalaya, Mohanpur,Nadia-741252",2005 | SAU,2005,SAU
West Bengal,https://icar.org.in/en/node/15031,23,23,4,"Krishi Vigyan Kendra, | PO.Chinsurah, | Distt. Hooghly-712101","Vice-Chancellor, | Bidhan Chandra Krishi Vishwa Vidyalaya, Mohanpur,Nadia-741252",2005 | SAU,2005,SAU
West Bengal,https://icar.org.in/en/node/15031,23,23,5,"Krishi Vigyan Kendra, | 812/1-Ashoknagar | Distt. North 24 Parganas-743222","Vice Chancellor, | West Bengal University of Animal & Fishery Sciences, 68, Khudiram Bose Sarani | Kolkata-700 037",2005 | SAU,2005,SAU
West Bengal,https://icar.org.in/en/node/15031,23,23,6,"Krishi Vigyan Kendra, | Central Research Inst. For Jute & Allied Fibre | Bud Bud, | Distt. Bardhaman-713 403","Director, | Central Research Institute of Jute & Allied Fibres (CRIJAF), Nilganj, | Barrackpore-700120",2005 | ICAR,2005,ICAR
West Bengal,https://icar.org.in/en/node/15031,23,23,7,"Krishi Vigyan Kendra, | Pundibari, | Distt. Coochbehar-736165","Vice-Chancellor, | Uttar Banga Krishi Vishwa Vidyalaya, Pundibari-736165",2004 | SAU,2004,SAU
West Bengal,https://icar.org.in/en/node/15031,23,23,8,"Krishi Vigyan Kendra, | Block Seed Farm | PO.Ratua (Manik Chowk) | Distt. Malda-732 205","Vice-Chancellor, | Uttar Banga Krishi Vishwa Vidyalaya, Pundibari-736165",2004 | SAU,2004,SAU
West Bengal,https://icar.org.in/en/node/15031,23,23,9,"Krishi Vigyan Kendra, | Regional Research Station | Majhihan, Patiram | Distt. Dakshin Dinajpur-733 133","Vice-Chancellor, | Uttar Banga Krishi Vishwa Vidyalaya, Pundibari-736165 | Coochbehar",2004 | SAU,2004,SAU
West Bengal,https://icar.org.in/en/node/15031,23,23,10,"Krishi Vigyan Kendra, | PO.Gayeshpur, | Distt. Nadia-741 234","Vice-Chancellor, | Bidhan Chandra Krishi Vishwa Vidyalaya, Mohanpur, Nadia-741252",2004 | SAU,2004,SAU
West Bengal,https://icar.org.in/en/node/15031,23,23,11,"Rathindra Krishi Vigyan Kendra, Palli Siksha Bhavan, (Institute of Agriculture) | PO.Sri Niketan, | Distt. Birbhum-731236","Vice Chancellor, | Vishwa Bharti Shanti Niketan-7000013, Birbhum",1994 | CU,1994,CU
West Bengal,https://icar.org.in/en/node/15031,23,23,12,"Krishi Vigyan Kendra, | Kalimpong, | Distt. Darjeeling-734301","Vice-Chancellor, | Uttar Banga Krishi Viswa Vidyalaya | Pundibari-736165 Coochbehar",1992 | SAU,1992,SAU
West Bengal,https://icar.org.in/en/node/15031,23,23,13,"Krishi Vigyan Kendra, | Kalayan, Vill-Bongabari, Vivekananda Nagar, | Distt. Purulia-723 147","President, | Kalyan. Vill-Bongobari Vivekanand Nagar | Purulia-723147",1992 | NGO,1992,NGO
West Bengal,https://icar.org.in/en/node/15031,23,23,14,"Krishi Vigyan Kendra, | PO.Ramsha via Lataguri, | Distt. Jalpaiguri-735219","Vice Chancellor, | West Bengal University of Animal & Fishery Sciences, 68, Khudiram Bose Sarani | Kolkata-700 037",1983 | SAU,1983,SAU
West Bengal,https://icar.org.in/en/node/15031,23,23,15,"Krishi Vigyan Kendra, | WBCADC, Sonamukhi, | Distt. Bankura-722207","Executive Vice Chairman, | WB Comprehensive Area Development Corporation, 6-A, Raja Subodh Mullick Square, Calcutta-700013",1983 | PSU,1983,PSU
West Bengal,https://icar.org.in/en/node/15031,23,23,16,"Krishi Vigyan Kendra, | C/O.Sri Ramkrishna Ashram, | PO. Nimpith Ashram, | Distt. South 24-Parganas-743338","Chairman, | Sri RamkrishnaAshram, | PO. Nimpith Ashram | South 24 Parganas-743338",1979 | NGO,1979,NGO
West Bengal,https://icar.org.in/en/node/15031,23,23,17,"Krishi Vigyan Kendra, | Seva Bharati, Kapgari, | Distt. West Medinipur-721505","President, | Sewa Bharti, | Kapgari, West Midnapur-721505",1976 | NGO,1976,NGO
West Bengal,https://icar.org.in/en/node/15031,23,23,18,"Krishi Vigyan Kendra, | Vill.-Arapanch, Mouza-Natagachi and Vill.-Narendrapur, Mouza- Ukhilapaikpara, | South 24 Parganas Distt. (West Bengal).","Vice Chancellor, | Ramakrishna Mission Vivekananda University, | P.O.- Belur Math, Distt.- Howrah -711 02(West Bengal)",28/02/2013 | @ | DU,28-02-2013,DU
West Bengal,https://icar.org.in/en/node/15031,23,23,19,"Krishi Vigyan Kendra, | Malda(West Bengal).","Director, | ICAR-CISH, Lucknow Regional Station, Malda",20/10/2016 | @ | ICAR,20-10-2016,ICAR
West Bengal,https://icar.org.in/en/node/15031,23,23,20,"Krishi Vigyan Kendra, | North 24 Pargana(West Bengal)","Director, | ICAR-CRIJAF, Barrackpore",20/10/2016 | @ | ICAR,20-10-2016,ICAR
West Bengal,https://icar.org.in/en/node/15031,23,23,21,"Krishi Vigyan Kendra, | North Farm of the ICAR-CRIJAF, | North 24 Paraganas Distt. Of West Bengal.","Director, | ICAR-CRIJAF, Barrackpore",20/10/2016 | @ | ICAR,20-10-2016,ICAR
West Bengal,https://icar.org.in/en/node/15031,23,23,22,"Krishi Vigyan Kendra, | Eastern Regionsl Station (NDRI) | Kalyani Distt. Nadia","Director, | ICAR-NDRI,Karnal-132001 (Haryana)",28/11/2016 | @ | ICAR,28-11-2016,ICAR
West Bengal,https://icar.org.in/en/node/15031,23,23,23,"Krishi Vigyan Kendra, | Sargachi, Vill +PO ,PS Beldanga | Distt. Murshidabad-742408, West. Bengal.","The Vice Chancellor, | Rama Krishna Mission Vivekananda University, | P.O. Belur Math, | Distt. Howrah-711 202, West Bengal.",@ | SAU,,SAU
Assam,https://icar.org.in/en/node/15032,26,26,1,"Krishi Vigyan Kendra, | Distt. Hailakandi","Director, | ICAR Research Complex for NEH Region | Umiam, Barapani, Meghalaya",2009,2009,
Assam,https://icar.org.in/en/node/15032,26,26,2,"Krishi Vigyan Kendra, | Romai village, | Distt. Dibrugarh","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",2006 | SAU,2006,SAU
Assam,https://icar.org.in/en/node/15032,26,26,3,"Krishi Vigyan Kendra,, | Gelaidingi Village, | Distt. Darrang","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",2006 | SAU,2006,SAU
Assam,https://icar.org.in/en/node/15032,26,26,4,"Krishi Vigyan Kendra, | Kaliapani near Teok, | Fidy. Distt. Jorhat","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",2006 | SAU,2006,SAU
Assam,https://icar.org.in/en/node/15032,26,26,5,"Krishi Vigyan Kendra, | Dudhnoi, | Distt. Goalpara","NRC on Pig, | Kalakhetra Road, | Guwahati",2006 | ICAR,2006,ICAR
Assam,https://icar.org.in/en/node/15032,26,26,6,"Krishi Vigyan Kendra, | Chirakuta, (Revenue village Jamduar Pt.II), | Distt. Dhubri","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",2005 | SAU,2005,SAU
Assam,https://icar.org.in/en/node/15032,26,26,7,"Krishi Vigyan Kendra, | Silagaon (Silapathar) | Distt. Dhemaji","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",2005 | SAU,2005,SAU
Assam,https://icar.org.in/en/node/15032,26,26,8,"Krishi Vigyan Kendra, | Sariahtoli, Nalbari | Distt. Nalbari-781337","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",2004 | SAU,2004,SAU
Assam,https://icar.org.in/en/node/15032,26,26,9,"Krishi Vigyan Kendra, | Howly, | Distt. Barpeta-781316","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",2004 | SAU,2004,SAU
Assam,https://icar.org.in/en/node/15032,26,26,10,"Krishi Vigyan Kendra, | Bongaigaon, | Distt. Bongaigaon-783385","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",2004 | SAU,2004,SAU
Assam,https://icar.org.in/en/node/15032,26,26,11,"Krishi Vigyan Kendra, | Regional Agril. Research Station, Diphu | Distt. Karbi Anglong-782460","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",2004 | SAU,2004,SAU
Assam,https://icar.org.in/en/node/15032,26,26,12,"Krishi Vigyan Kendra, | Kamrup, Kahikuchi, Guwahati | Distt. Kamrup-781017","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",2004 | SAU,2004,SAU
Assam,https://icar.org.in/en/node/15032,26,26,13,"Krishi Vigyan Kendra, | RARS, North Lakhimpur | Distt. N. Lakhimpur-787032","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",2004 | SAU,2004,SAU
Assam,https://icar.org.in/en/node/15032,26,26,14,"Krishi Vigyan Kendra, | P.Box No.33, Shillongani, RARS, Nagaon | Distt. Nagaon-782001","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",2004 | SAU,2004,SAU
Assam,https://icar.org.in/en/node/15032,26,26,15,"Krishi Vigyan Kendra, | Citrus Research Station, Gellapukhuri, | Distt. Tinsukia-786125","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",2004 | SAU,2004,SAU
Assam,https://icar.org.in/en/node/15032,26,26,16,"Krishi Vigyan Kendra, | RARS, | Distt. Karimganj-788710","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",2004 | SAU,2004,SAU
Assam,https://icar.org.in/en/node/15032,26,26,17,"Krishi Vigyan Kendra, | Nazira,SDAO Campus, | Distt. Sibsagar--785685","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",2003 | SAU,2003,SAU
Assam,https://icar.org.in/en/node/15032,26,26,18,"Krishi Vigyan Kendra, | Silchar, | Distt. Cachar -788025","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",1994 | SAU,1994,SAU
Assam,https://icar.org.in/en/node/15032,26,26,19,"Krishi Vigyan Kendra, | Khumtai,Golaghat, | Distt. GolaghAt.7850619","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",1993 | SAU,1993,SAU
Assam,https://icar.org.in/en/node/15032,26,26,20,"Krishi Vigyan Kendra, | Gossaigaon, Telipara, | Distt. Kokrajhar-783360,","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",1985 | SAU,1985,SAU
Assam,https://icar.org.in/en/node/15032,26,26,21,"Krishi Vigyan Kendra, | Napam, Tezpur, | Distt. Sonitpur-784028","Vice-Chancellor, | Assam Agricultural University, | JorhAt.785013",1979 | SAU,1979,SAU
Assam,https://icar.org.in/en/node/15032,26,26,22,"Krishi Vigyan Kendra, | Sarbaherua under Pub dalgaon, | Udalguir District","Vice-Chancellor, | Assam Agricultural University, | Jorhat-785013",06/02/2012 | SAU,06-02-2012,SAU
Assam,https://icar.org.in/en/node/15032,26,26,23,"Krishi Vigyan Kendra, | Bongaigaon, District","Vice-Chancellor, | Assam Agricultural University, | Jorhat-785013",2014 | SAU,2014,SAU
Assam,https://icar.org.in/en/node/15032,26,26,24,"Krishi Vigyan Kendra, | Morigaon, District","Vice-Chancellor, | Assam Agricultural University, | Jorhat-785013",2014 | SAU,2014,SAU
Assam,https://icar.org.in/en/node/15032,26,26,25,"Krishi Vigyan Kendra, | Vill.-Dhepargaou, Mouza- Kaurbha | Goreswar Revenue Circle | Distt. -Baksa (Assam)","Vice-Chancellor, | Assam Agricultural University, | Jorhat-785013",2014 | SAU,2014,SAU
Assam,https://icar.org.in/en/node/15032,26,26,26,"Krishi Vigyan Kendra, | Village Sarvagram (Jatinga Lampu), | P.S. Halflong, | Distt. Dima Hasao, Assam.","The Chief Trustee,, | Keshav Smarak Nyas (NGO), | Namsong Bhavan, Opp. C.I. Hall,Main Road, Halflong, | Keshav Smarak Nyas (NGO), | Distt. Dima Hasao, Assam",NGO,,NGO
Arunachal Pradesh,https://icar.org.in/en/node/15033,17,17,1,"Krishi Vigyan Kendra, | Distt. Lohit","Director, | ICAR Research Complex for NEH Region, | Umiam,Barapani - 793 103 (Arunachal Pradeh)",2007 | ICAR,2007,ICAR
Arunachal Pradesh,https://icar.org.in/en/node/15033,17,17,2,"Krishi Vigyan Kendra, | Distt. Upper Subansiri","Director, | Directorate of Agriculture, Govt. of Arunachal Pradesh | Naharlagun-791110, Itanagar",2007 | State Govt.,2007,State Govt.
Arunachal Pradesh,https://icar.org.in/en/node/15033,17,17,3,"Krishi Vigyan Kendra, | Jachhapa, (Yachuli), | Distt. Lower Subansiri","Director, | Directorate of Agriculture, Govt. of Arunachal Pradesh | Naharlagun-791110, Itanagar",2006 | State Govt.,2006,State Govt.
Arunachal Pradesh,https://icar.org.in/en/node/15033,17,17,4,"Krishi Vigyan Kendra, | Karsingsa Animal Husbandry Farm, | Distt. Papumpare","Director, | Department of Animal Husbandry and Veterinary, Govt. of Arunachal Pradesh, Nirjuli, Naharlagun-791110 | Itanagar.",2006 | State Govt.,2006,State Govt.
Arunachal Pradesh,https://icar.org.in/en/node/15033,17,17,5,"Krishi Vigyan Kendra, | Korak (Geku township) | Distt. Upper Siang","Director, | Directorate of Agriculture, Govt. of Arunachal Pradesh | Naharlagun 791110, Itanagar.",2006 | State Govt.,2006,State Govt.
Arunachal Pradesh,https://icar.org.in/en/node/15033,17,17,6,"Krishi Vigyan Kendra, | Pampoli, PO. Seppa, | Distt. East Kameng","Director, | Department of Agriculture, Govt. of Arunachal Pradesh | Naharlagun-791110, Itanagar.",2006 | State Govt.,2006,State Govt.
Arunachal Pradesh,https://icar.org.in/en/node/15033,17,17,7,"Krishi Vigyan Kendra, | Distt. Tawang","Director, | Directorate of Agriculture, Govt. of Arunachal Pradesh | Naharlagun-791110, Itanagar",2006 | State Govt,2006,State Govt
Arunachal Pradesh,https://icar.org.in/en/node/15033,17,17,8,"Krishi Vigyan Kendra, | College of Horticulture & Forestry, CAU, PasighAt.791102, | Distt. East Siang","Vice-Chancellor, | Central Agricultural University, | Imphal-795004",2006 | CAU,2006,CAU
Arunachal Pradesh,https://icar.org.in/en/node/15033,17,17,9,"Krishi Vigyan Kendra, | Dirang, | Distt. West Kameng","Director, | Directorate of Agriculture, Govt. of Arunachal Pradesh, | Naharlagun-791 110, Itanagar",2004 | State Govt.,2004,State Govt.
Arunachal Pradesh,https://icar.org.in/en/node/15033,17,17,10,"Krishi Vigyan Kendra, | Tirap, | PO.Deomali, | Distt. Tirap-786629,","Director, | Directorate of Agriculture, Govt. of Arunachal Pradesh, | Naharlagun-791 110, Itanagar",2004 | State Govt.,2004,State Govt.
Arunachal Pradesh,https://icar.org.in/en/node/15033,17,17,11,"Krishi Vigyan Kendra, | Distt. Agril. Officer, Roing, | Distt. Lower Dibang Valley","Director, Directorate of Agriculture, Govt. of Arunachal Pradesh | Naharlagun (Arunachal Pradesh)",2004 | State Govt.,2004,State Govt.
Arunachal Pradesh,https://icar.org.in/en/node/15033,17,17,12,"Krishi Vigyan Kendra, | Basar, | Distt. West Siang -790051","Director, | ICAR Complex for NEH Region, | Umroi Road, Barapani-793103 Meghalaya",1979 | ICAR,1979,ICAR
Arunachal Pradesh,https://icar.org.in/en/node/15033,17,17,13,"Krishi Vigyan Kendra | Jairampur, Distt.-Changlang | (Arunachal Pradesh)","Director of Agriculture, | Department of Agriculture, | Govt. of Arunachal Pradesh, | Naharlagun",Deptt. Of State Agriculture | 09/07/2011,09-07-2011,Deptt. Of State Agriculture
Arunachal Pradesh,https://icar.org.in/en/node/15033,17,17,14,"Krishi Vigyan Kendra , | At Metengliang Village, | Metengliang Circle, Changlongam C.D. Block, Hayuliang P.O., Anjaw Distt. | (Arunachal Pradesh)","Director, | ICAR Research Complex for NEH Region, | Umiam,Barapani - 793 103 (Arunachal Pradeh)",22/11/2013 | ICAR,22-11-2013,ICAR
Arunachal Pradesh,https://icar.org.in/en/node/15033,17,17,15,"Krishi Vigyan Kendra, | Niaunu vill.P.S Longding, | Distt. Longding-Arunachal Pradesh","Director, | ICAR Complex for NEH | Region, Umroi Road, Barapani-793103",2017 | ICAR,2017,ICAR
Arunachal Pradesh,https://icar.org.in/en/node/15033,17,17,16,"Krishi Vigyan Kendra, | Village(Chomi) PS Koloriang, , | Distt. Koloriang","Head, | State Horti. Resh. and Development Institute , | Directorate of Horticulture, Govt. of Arunachal Pradesh | Chimpu-791113, Itanagar",2018 | State Govt.,2018,State Govt.
Arunachal Pradesh,https://icar.org.in/en/node/15033,17,17,17,"Krishi Vigyan Kendra, | Village Anini Town (near JNV), | Distt. Dibang Valley, Arunachal Pradesh","Head, | State Horti. Resh. and Development Institute , | Directorate of Horticulture, Govt. of Arunachal Pradesh | Chimpu-791113, Itanagar",2020 | State Govt.,2020,State Govt.
Sikkim,https://icar.org.in/en/node/15034,4,4,1,"Krishi Vigyan Kendra, | Geba near Geyzing, | Distt. West Sikkim-","Principal Director, (FS&ADD), | Food Security and Agriculture Development Department, Krishi Bhawan, Tadong-737 102",2005 | State Govt,2005,State Govt
Sikkim,https://icar.org.in/en/node/15034,4,4,2,"Krishi Vigyan Kendra, | Namthang, | Distt. South Sikkim-","Principal Director, (FS&ADD), | Food Security and Agriculture Development Department, Krishi Bhawan, Tadong-737 102",2005 | State Govt,2005,State Govt
Sikkim,https://icar.org.in/en/node/15034,4,4,3,"Krishi Vigyan Kendra, | Tadong, Gangtok, | Distt. North Sikkim-737402","The Additional Director, (F.C.) Agriculture, | Department of Agriculture, Govt. of Sikkim, Krishi Bhavan, Tadong-737102",2004 | State Govt.,2004,State Govt.
Sikkim,https://icar.org.in/en/node/15034,4,4,4,"KrishiVigyanKendra, | Saramsa, Ranipool | Distt. East Sikkim-7371354","The Director, | ICAR Complex for NEH | Region, Umroi Road, Barapani-793103",1982 | ICAR,1982,ICAR
Manipur,https://icar.org.in/en/node/15035,9,9,1,"Krishi Vigyan Kendra, | Hundung village, | Distt. Ukhrul","Director, | ICAR Complex for NEH | Region, Umroi Road, Barapani-793103",2008 | ICAR,2008,ICAR
Manipur,https://icar.org.in/en/node/15035,9,9,2,"Krishi Vigyan Kendra, | Monsdang Pantha Village, | Distt. Chandel-","Director, | ICAR Complex for NEH | Region, Umroi Road, Barapani-793103",2006 | ICAR,2006,ICAR
Manipur,https://icar.org.in/en/node/15035,9,9,3,"Krishi Vigyan Kendra, | Pearsonmun village, | Distt. Churachandpur-","Director, | ICAR Complex for NEH | Region, Umroi Road, Barapani-793103",2005 | ICAR,2005,ICAR
Manipur,https://icar.org.in/en/node/15035,9,9,4,"Krishi Vigyan Kendra, | Charoi-Chagotlong Village | Distt. Tamenglong-","Director, | ICAR Complex for NEH | Region, Umroi Road, Barapani-793103",2005 | ICAR,2005,ICAR
Manipur,https://icar.org.in/en/node/15035,9,9,5,"Krishi Vigyan Kendra, | Andro village, | Distt. Imphal East-","Vice-Chancellor, | Central Agricultural University (CAU) | Imphal",2005 | CAU,2005,CAU
Manipur,https://icar.org.in/en/node/15035,9,9,6,"Krishi Vigyan Kendra, | Wangbal Rice Research Station, | Distt. Thoubal-","Director, Department of Agriculture, Govt. of Manipur, Manipur",2005 | State Govt,2005,State Govt
Manipur,https://icar.org.in/en/node/15035,9,9,7,"Krishi Vigyan Kendra, | Bishnupur Utlou, PO. Nambol | Distt. Bishnupur-785134","Uttou Joint Farming Cum Pisci Culture Coop. Society Ltd., Bishnupur",2003 | NGO,2003,NGO
Manipur,https://icar.org.in/en/node/15035,9,9,8,"Sylvan Krishi Vigyan Kendra, | Hengbung, PO. Kangpokpi | Distt. Senapati -795129,","President, | Foundation for Environment and Eco. Dev. Services, (FEEDS), Imphal",2002 | NGO,2002,NGO
Manipur,https://icar.org.in/en/node/15035,9,9,9,"Krishi Vigyan Kendra, | ICAR Manipur Centre, | Lamphelpat, | Distt. Imphal West-795004","Director, | ICAR Complex for NEH Region, Umroi Road, Barapani-793103",1979 | ICAR,1979,ICAR
Tripura,https://icar.org.in/en/node/15039,8,8,1,"Krishi Vigyan Kendra, | Salema Model Orchard (Farm), | Distt. Dhalai-","Director, of Agriculture | State Department of Agriculture, | Govt. of Tripura, Agartala",2005 | State Govt,2005,State Govt
Tripura,https://icar.org.in/en/node/15039,8,8,2,"Krishi Vigyan Kendra, | Panisagar Progeny Orchard, | Distt. North Tripura-","Director, of Agriculture | State Department of Agriculture, | Govt. of Tripura, Agartala",2005 | State Govt,2005,State Govt
Tripura,https://icar.org.in/en/node/15039,8,8,3,"Krishi Vigyan Kendra, | Birchandra Manu, Manpathar | Distt. South Tripura-799 144","Director, | ICAR Complex for NEH Region, Umroi Road,Barapani-793103 (Meghalaya)",1984 | ICAR,1984,ICAR
Tripura,https://icar.org.in/en/node/15039,8,8,4,"Krishi Vigyan Kendra, | Divyodaya,Chebri, | Distt. West Tripura-799207","The General Secretary, | Sri Ramkrishna Seva Kendra, | 23, R.N. Mukherjee Road, Kolkata",1979 | NGO,1979,NGO
Tripura,https://icar.org.in/en/node/15039,8,8,5,"Krishi Vigyan Kendra, Vill. Belbari-T.C.O., | Jirnia at Champaknagar Town, | West Tripura, Distt. of Tripura","Director, | ICAR Complex for NEH Region, Umroi Road, | Barapani-793103 (Meghalaya)",2016 | ICAR,2016,ICAR
Tripura,https://icar.org.in/en/node/15039,8,8,6,"Krishi Vigyan Kendra, Rangkang Farm, Amarpur., | Gomati Distt. of Tripura","Director, of Agriculture | Department of Agriculture, Govt. of Tripura, Agartala, West Tripura.",2017 | state Govt,2017,state Govt
Tripura,https://icar.org.in/en/node/15039,8,8,7,"Krishi Vigyan Kendra, Chantail Orchard, Kailasahar., | Unakoti Distt. of Tripura","Director, of Agriculture | Department of Agriculture, Govt. of Tripura, Agartala, West Tripura.",2017 | state Govt,2017,state Govt
Tripura,https://icar.org.in/en/node/15039,8,8,8,"Krishi Vigyan Kendra, Village Latiacharra under Bishramganj, P.S. , | Jampuijala sub-division,Distt. Sepahijala, Tripura","VC | Central Agricultural University,Lamphelpat, Imphal, Manipur-795 004.",2018 | CAU,2018,CAU
Nagaland,https://icar.org.in/en/node/15038,11,11,1,"Krishi Vigyan Kendra, | Longasachung Village at Satlsuphen, | Distt. Wokha","Director, | ICAR Reseach Complex for NEH Region, Umaiam, Barapani.",2006 | ICAR,2006,ICAR
Nagaland,https://icar.org.in/en/node/15038,11,11,2,"Krishi Vigyan Kendra, | Aboi, | Distt. Mon-","Director, | Department of Agriculture, | Govt. of Nagaland, Kohima-797 001",2006 | State Govt.,2006,State Govt.
Nagaland,https://icar.org.in/en/node/15038,11,11,3,"Krishi Vigyan Kendra, | Tesophenyu, | Distt. Kohima-","Director, , | Department of Agriculture, | Govt. of Nagaland, Kohima-797 001",2005 | State Govt.,2005,State Govt.
Nagaland,https://icar.org.in/en/node/15038,11,11,4,"Krishi Vigyan Kendra, | Kuthur Seed Farm, | Distt. Tuensang-","Director, | Department of Agriculture, | Govt. of Nagaland, Kohima-797 001",2005 | State Govt,2005,State Govt
